finding_id,source,epic_or_package,requirement_ids,severity,status,file_refs,description,proving_test
QMX-F079,lane-L6,E15 qmb/orchestrator,15.3-AC3;15.3-AC?;B-5;R11;R12;R15;R16;R14,medium,UNPROVEN,"qmb/src/qmb/orchestrator/watch.py:54,182,186; line.py:268,606-610; ledger.py:324,497","Six narrowed clauses with no row. (a) R11 (PLAN P0) abort kills only its own process: the test compares a value the implementation copied out of ABORT_KILLS_SIBLINGS against that same constant; a change that os.kill-ed every live sibling while leaving the constant False still passes. The survivor half IS genuinely observed. (b) R12 output-stays-in-its-own-room: the run directory is created, handed to the runner, and never listed. (c) R14 provenance=sandbox is deferred on a FALSE premise - factory_sandbox is a plain public keyword argument on both mint_completed_line and finish_run and _label_payload stamps the provenance; a two-line test proves it. (d) R15 append-with-fsync / torn-tail proxy. (e) R15/R16 the multi-writer merge view over TWO on-disk fragments is never exercised end to end - the WriterId design is untested where it matters. (f) R13 never-two RACE goes through sink.append twice rather than the orchestrator two terminal paths.","TO-BE-WRITTEN qa/tests/epic_15::victim liveness check, output-dir listing, factory_sandbox two-liner, torn-tail plant, two-writer merge view, double finish_run"
QMX-F080,lane-L6,E15 qmb/orchestrator,R8;R10;AD-13;R-017;15.2-AC,medium,UNPROVEN,qmb/src/qmb/orchestrator/governor.py:57; qmb/src/qmb/orchestrator/watch.py,"Two correctly-recorded lane rows, carried forward. (a) E15-F02: the 12-14 concurrent runs on sandbox hardware figure is a motivating reference under AD-13, never a validated budget - governor.py declares SANDBOX_CONCURRENT_MOTIVATING_REFERENCE = ""not-a-validated-budget"" and no fingerprinted AD-13 baseline exists. The structural gate (no 12/13/14 integer constant inside any ast.Compare in governor.py) under-detects: a baked default such as `cpu_budget = cpu_budget or 12` is an ast.BoolOp and would pass. (b) E15-F03: no OS-enforced hard memory cap (Windows Job Object / POSIX rlimit); the watchdog observes peak working set and kills. The AC demand (detection to typed abort) is proven green for both the time and memory arms.",TO-BE-WRITTEN qa/tests/epic_15::widen the governor literal scan past ast.Compare; measure and fingerprint an AD-13 baseline before any number is asserted
QMX-F081,lane-L6,E16 qmb/doors,16.3-AC4;R13;B-4;B-9,high,UNPROVEN,qmb/src/qmb/runloop/loop.py:794; qmb/src/qmb/doors/api/__init__.py,"R13 (a direct library call through the door in research returns values and produces NO GOVERNED EVIDENCE) is recorded PASS on a test no behaviour of the code under test can turn red. The observer is a freshly created empty tmp_path that is never passed to api.run and never made the cwd; the LedgerSink is built AFTER the call and never handed to run. api.run takes no output path at all, so a hypothetical evidence-writing run would write somewhere the test does not observe. A governance invariant banked as green on a structurally unfalsifiable observation.",TO-BE-WRITTEN qa/tests/epic_16::pass a test-owned recorder as observer= or monkeypatch.chdir(tmp_path)
QMX-F082,lane-L6,E16 qmb/doors,16.2-AC4;16.1-AC1;16.1-AC2;16.6-AC2;16.3-AC1;R1;R9;R10;R23;AR-13,medium,UNPROVEN,qmb/src/qmb/doors/cli/tree.py:450-520 (invoke_data); qmb/src/qmb/doors/api/__init__.py __all__; qmb/src/qmb/doors/mcp/,"Five narrowings. (a) R9 real risk (a door with a broad except Exception that launders bugs into the CT-04 channel) has no covering assertion - the test asserts Python own arity enforcement instead. (b) R1 no-domain-logic-in-the-door samples 4 of 15 capabilities and omits EVERY data.* command, which is the one place door-side control flow actually lives (invoke_data does six-way token dispatch, a has_generator_config branch and per-branch payload assembly). (c) R10 pure-re-export converse: qmb.doors.api.__all__ carries 1097 names of which 9 are not in qmb.__all__, eight of them self-declared markers including WRITES_GOVERNED_EVIDENCE - a door-declared flag standing exactly where R13 failed to observe the real thing. (d) R23 MCP localhost-bound runtime half. (e) E16-F04 tier-2 scheduling half is statically provable from root pyproject.toml which the lane already parses twice.",TO-BE-WRITTEN qa/tests/epic_16::inject a raising seam under catch_exceptions=False; scan invoke_data; assert the API door surface converse
QMX-F083,lane-L6,E17 qmb/execution,17.3-AC4;17.3-AC5;17.3-AC1;17.5-AC1;17.4-AC4;17.2-AC4;17.1-AC6;R21;R22;R18;R29;R27;R16;R11,medium,UNPROVEN,"qmb/src/qmb/execution/fill.py:492,767-795; handler.py; binder.py:308-317","Six narrowed clauses with no UNPROVEN row. (a) stale_price_span: _stale_guard implements the Duration arm and no test ever passes a stale_price_span; only the resting-order arm is exercised. (b) The FILL-6 mechanism split_path_at / remaining_paths (a deterministic order derived by splitting the declared path at each fill price) is never driven, and the equal-cross-index tie-break is untested. (c) The sub-phase 2 and 3 call points on ExecutionSliceHandler (with their own calendar-required and WriterId-required guards) are untested. (d) 17.4-AC4 a fee queried for admission whose fill does not occur charges nothing is stated in a comment rather than observed at a sink. (e) 17.2-AC4 the real AD-39 SQS door consuming the spread series is never involved. (f) 17.1-AC6 world=simulated refusal is conflated: the only binder test passes clock=replay AND synthetic-tainted AND world=SIMULATED at once and _refuse_world short-circuits on the clock arm first, so the world arm is never the cause.",TO-BE-WRITTEN qa/tests/epic_17::six clause-level assertions
QMX-F084,lane-L6,E17 qmb/execution,17.0;NFR-02;FR-001,low,UNPROVEN,qa/tests/epic_17/test_f_static.py,"The epic P0 no-float gate scans pathlib.Path(""qmb/src/qmb/execution"") - a RELATIVE path. Run from any cwd other than the worktree root the glob yields zero files and the test passes having scanned nothing. The self-check probes the scanner against a synthetic string but never asserts that any file was parsed. One line (assert len(scanned) >= 11) closes it. Same shape as the vacuous-scanner family across the suite.",TO-BE-WRITTEN qa/tests/epic_17::pin the scan to an absolute path with a scanned-count guard
QMX-F085,lane-L6,E18 qmb/data,18.4-AC1;18.5-AC1;18.2-AC2;RQ14;RQ23-RQ32,medium,UNPROVEN,qmb/src/qmb/data/verify.py:536; gap_check.py:560,"Every verify and gap-check test drives the SUT with test-injected ticks/rows passed through the request mapping. verify.py:536 short-circuits the archive read whenever ticks is present and gap_check.py:560 does the same for rows, so the AC precondition ""Given a window IN THE ROOMS"" and ""computes expected-bars-minus-present-bars over the rooms"" are never exercised on any of RQ23-RQ32. RESULTS carries a prose caveat for RQ23 only. Separately the licence gate is an oracle-from-implementation: resolve_license_tag(tag) is both the expectation AND the policy tag, so policy and window tag can never disagree and the ratified four-state interface is never pinned against the ratified list.",TO-BE-WRITTEN qa/tests/epic_18::exercise verify and gap-check without injected ticks/rows; pin the licence taxonomy against the four ratified states
QMX-F086,lane-L6,E19 qmb/results,AC19.5;R29;R-RPT-9;P0,high,UNPROVEN,"qmb/src/qmb/results/render.py; interpret.py; qmb/src/qmb/results (refuse_downstream_act, PublishAct)","R29 (P0) demands: rendering, interpretation and reproduction all run and NONE has sized, promoted, benched, bound or changed a mode. The only evidence is (a) a refusal function called against its OWN lookup table, (b) an enum membership assertion, and (c) a grep for five author-invented token strings with no falsifiability probe and no check that those are the real sink names - it would pass vacuously against any differently named sink. No test-owned sizing/promotion/bench/mode-change sink exists in the suite, so nothing is observed WHILE render_report / explain_run / compare_runs / require_reproduced_fingerprint run.",TO-BE-WRITTEN qa/tests/epic_19::a test-owned publish sink observed empty while all four downstream functions run
QMX-F087,lane-L6,E19 qmb/results,AC19.4;AC19.5;AC19.2;AC19.1;R20;R24;R10;R3;R21;R-RPT-13;R-RPT-21;AR-59,medium,UNPROVEN,qmb/src/qmb/results/charts.py:59-64; render.py (write_run_renders); ct32.py:864-903,"Five narrowed clauses. (a) R20: the monthly-returns grid (with annual column), the monthly-return distribution and the trade-P&L distribution as raw histogram-ready arrays are all IMPLEMENTED (ChartSet.monthly_returns, AnnualReturnCell, monthly_return_distribution, trade_pnl_distribution, HistogramReadyArray) and have ZERO tests, because the test adopted the module own four-name V1_CHART_SERIES_NAMES constant as its oracle. (b) R24 (P0): write_run_renders (which writes results/report.md) has no test at all, and ""adding no computation and deriving no new number"" is never observed. (c) R10: no test asserts max_drawdown_recovery or underwater carries the duration unit-kind or an int64-ns representation. (d) R3: the fidelity identity (adapter-id + composition-version + taint) folded into input_fingerprints is never asserted. (e) R21: leverage series - both cases pass leveraged=False.",TO-BE-WRITTEN qa/tests/epic_19::five clause-level assertions
QMX-F088,lane-L6,E20 qmb/sweep,20.4-AC;B-10;FR-034;R19;P0,high,UNPROVEN,"qmb/src/qmb/sweep/rank.py:132,133,134,222,223,304","The epic most important firewall - ranking publishes and never acts - is asserted by four read-backs of constants the module declares about itself (RANK_PUBLISHES_NEVER_ACTS = True, RANK_MAKES_EDGE_CLAIM = False, RANK_MAKES_PASS_FAIL_VERDICT = False, taint default). No constructible counter-case: an implementation that promoted a Book on every rank would still set the flag True and pass. The same test RANK_FORBIDDEN_ACTS loop proves every member of the module list is in the module list. What survives and is genuine: the composite_score objective refusal and the verdict/pass/fail/score/rating/tier disjointness on identity.","TO-BE-WRITTEN qa/tests/epic_20::a test-owned recorder that registers whether ranking bound, promoted or sized anything, plus a test-owned spine-derived forbidden-act list"
QMX-F089,lane-L6,E20 qmb/sweep,20.3-AC4;20.3-AC1;20.3-AC3;20.2-AC1;20.2-AC3;20.1-AC1;20.1-AC3;R16;R13;R12;R15;R10;R8;R4;R1,medium,UNPROVEN,"qmb/src/qmb/sweep/batch.py; qmb/src/qmb/registryread/port.py:127,144","Eight silently narrowed AC clauses. Highest value: R16 ""EVERY FILL CARRIES THE OPTIMISTIC TAINT"" - no fill is produced or inspected anywhere in the epic; good_slices produces no fills, the only mint_run_performance_result call passes filled_count=0, and the sole taint assertion is a RankedCombo dataclass default. Also: parallelism bounded by min(cpu, memory) with enqueue-when-full is never observed (varying cpu_budget 1 to 4 and comparing identity would pass a governor that ignored the budget entirely); schema-validated run-config; one isolated OS process (proven only by four distinct output_dir values); the named stream-set violation exemplars and the aborted TIME-limit breach; severity configurable with no invented default (the counter-case - a port built with no severity - is never constructed); the as-of stamped into the SWEEP label as well as every run label; the click==8.4.2 pin.",TO-BE-WRITTEN qa/tests/epic_20::produce one filled combo and read the taint off the artifact; observe the concurrency bound; six further counter-cases
QMX-F090,lane-L6,E20 qmb/sweep,20.2-AC1;20.4-AC1;R7;R8;R23;R2;B-15,medium,UNPROVEN,qmb/src/qmb/registryread/port.py; qmb/src/qmb/sweep/batch.py,"(a) R7 ""no door-side or SECOND CACHE"" is asserted as admitted.port.frozen is True (a self-declared flag) plus an as-of equality an implementation with a second cache seeded from the live port passes unchanged. (b) R8 ""a fresher as-of mid-batch changes no combination"" never exercises admitted.port at all - it constructs its OWN frozen port and asserts against that. Because PassiveHub.with_set returns a NEW hub, the admitted sweep port physically cannot see a fresher set through any public surface, so the counter-case is unconstructible and the clause should be an UNPROVEN row with that structural reason, not a green. (c) E20-F02: the batch-driver write-side keying dicts assign with no explicit CT-05 true-collision guard; a real SHA-256 collision cannot be injected through a public surface, and the mitigations (merge_ledger_lines refuse-and-alarm; _report refusing on a missing outcome) are real. (d) E20-F01 sweep-combo ledger role - see operator ruling OR-02; the test that carries it also asserts len(bar) == 4, which pins the very default the row declares unratified.",TO-BE-WRITTEN qa/tests/epic_20::observe the freeze rather than the flag; re-run the fresher-hub probe against admitted.port
QMX-F091,lane-L6,E21 qmb/optimize,21.3-AC3;CT-12;AR-16;DEC-0119;FR-012;P0-assertion-6,high,UNPROVEN,"qmb/src/qmb/optimize/splits.py:462 (admit_default_split_access), :485 (serve_split_read)","An in-epic acceptance criterion with two shipped Epic-21 functions, zero tests and no findings row. admit_default_split_access decides whether a research read may touch a segment role and refuses sealed-test under default access citing CT-12, the AR-16 seal law and DEC-0119; serve_split_read composes the CT-12 HoldoutSeal guard, the manifest embargo/knowledge-time partitioning and that admission into the one split-read door. Neither is imported by any file under qa/tests/epic_21. The clause was filed in RESULTS under ""Deferred seams (owned elsewhere - NOT COUNTED HERE)"" attributed to qmf-data, but the admission DECISION is Epic 21 own code implementing Epic 21 own AC. The falsifiable test is a two-liner.","TO-BE-WRITTEN qa/tests/epic_21::admit_default_split_access(""sealed-test"") is a policy rejection while train and validation are admitted"
QMX-F092,lane-L6,E21 qmb/optimize,21.1-AC1;21.4-AC2;21.6-AC1;21.6-AC2;21.5-AC3;21.2-AC3;21.2-AC5;21.2-AC4;R1;R11,medium,UNPROVEN,"qmb/src/qmb/optimize/space.py:116-123; sampler.py:872; sensitivity.py:355,498; qmb/src/qmb/doors/cli/tree.py:361-378","Eight clause-level gaps with live surfaces. (a) R1 identity assertion cannot fail: run_config_layer() is defined AS {STUDY_SPACE_KEY: self.fp1_identity()} and the test compares its return value to that expression; the resolved run-config is never built and the space is never observed inside a resolved config fingerprint. (b) The whole-generation BARRIER (StudyStepper.tell, which refuses unless every ask in the generation reported) is never called by any test; order-invariance is asserted only against the pure port with hand-permuted priors. (c) Good-region CLUSTERING (GoodRegionCluster, SensitivityReport.clusters with member_run_ids, parameter_ranges, per-cluster distribution, contains_winner) has no R-row, no test, no row. (d) The qmb CLI estimate door is never driven. (e) StudyArtifact is never built. (f) One of six constraint operators exercised. (g) 21.2-AC5 clean terminal state with partial results preserved. (h) 21.2-AC4 the min-trades floor as a UI-editable configurable with no spine constant.",TO-BE-WRITTEN qa/tests/epic_21::eight clause-level assertions
QMX-F093,lane-L6,E21 qmb/optimize,R28;R13;R15;R16;R31;R32;B-7;FR-045,medium,UNPROVEN,qmb/src/qmb/ledger/line.py:447-500; qmb/src/qmb/optimize/objective.py; sensitivity.py:501,"(a) E21-F04 under-states: the exactly-one-line-per-spawned-run law is NOT proven by T21-327 - its duplicate/collision arms land in merge_ledger_lines (an Epic-13/15-owned READ primitive) and its never-zero arm asserts that the fold kept an aborted line THE TEST ITSELF SUPPLIED. Nothing observes an append. R28 is UNPROVEN in Epic-21 isolation, in full. (b) R13 train-computes-the-objective / test-records-without-contributing is read off two booleans the plan declares about itself, then handed to a guard that reads the same flag; an implementation that folded both splits into the objective passes. (c) R15 and R16 (P0) pass the conclusion in as an argument. (d) R31 numeric-threshold half silently dropped. (e) R32 canonical_payload is a self-declared marker and the Bar/Price citation quietly became parameter values.",TO-BE-WRITTEN qa/tests/epic_21::observe effects instead of flags on R13/R15/R16; widen E21-F04 to R28-in-full
QMX-F094,lane-L6,E22 qmb/robustness,22.2-AC3;22.3-AC1;22.1-AC1;M1;M2;M3,medium,UNPROVEN,"qmb/src/qmb/robustness/shuffle.py:396-425,745-759,701; perturbation.py:1073-1091","(a) The direction-aware empirical percentile rank of the original result (lower-is-better for drawdown) is IMPLEMENTED (ShuffleMetric.observed_favorable_rank, _favorable_rank) and WHOLLY UNASSERTED - a direction inversion on drawdown, the exact error the clause exists to prevent, passes the suite untouched. Independently recomputable from the scenario distribution the test already holds. (b) The moving-block mechanic and the effect of block_length are untested: only the declared string constant and an echoed integer. (c) 22.1-AC1 ""RETURNS its result and WRITES NO LOG AND NO LEDGER LINE"" has no sink observation anywhere; a caplog/handler observation was trivially constructible and the module imports no logging, so it would have passed honestly. (d) The seed derivation is tested via a helper the shuffle never calls (shuffle.py:701 inlines random.Random(base_seed + index)); a base-seed offset-shift would falsify any non-additive derivation through the public procedure.",TO-BE-WRITTEN qa/tests/epic_22::recompute the favorable rank; prove block structure; observe a log/ledger sink; offset-shift the base seed
QMX-F095,lane-L6,E22 qmb/robustness,22.5-AC2;22.1-AC6;22.4-AC6;22.3-AC3;22.4-AC1;B-4;L20;SC-06,medium,UNPROVEN,"qmb/src/qmb/robustness/walkforward.py:869-879; contract.py:183,209; significance.py:277,728,755","Six wholly-hollow P0 tests: each calls a pure refusal constructor or reads a self-declared constant. fold_oos_bar_outcome is `del window; return OOS_BAR_OUTCOME_NOT_YET_RULED` and the test compares it to that very constant - nothing about a read-time fold over ledger window runs is observed. refuse_edge_claim, refuse_live_money_gate, refuse_gate_auto_merge, refuse_live_result_world and guard_signal_pass are all bodies of `return policy(...)`, so no edge-claim consumer and no money-gate surface is ever driven and no laundering path is closed. 22.5-AC2 in-sample role is read off a WalkForwardWindow the test itself constructed rather than from a ledger sink, and its second assertion (role in (TRIAL, REPLICATE)) is near-vacuous over a two-member roster. Also unrecorded: the governor fan-out and role=replicate ledger line, split-governed reads at every boundary, and the detrend-by-mean arithmetic.","TO-BE-WRITTEN qa/tests/epic_22::observations through injected sinks and the real loop, not constructors"
QMX-F096,lane-L6,E23 qmb/data,23.3-AC1;B-7;DEC-0164,high,UNPROVEN,"qmb/src/qmb/data/generate.py:1531-1589,1574-1580 (_store_taint, route_synthetic_persist, _write_provenance)","The defining clause of the epic - the origin=synthetic taint recorded AT THE STORE LEVEL, not merely in a filename - is never observed against anything persisted. _write_provenance is NEVER EXECUTED BY ANY TEST: no test in qa/tests/epic_23 passes output_root to a call whose provenance it then inspects, and the one tmp_path use checks the config artifact only. Both P0 tests that claim it operate on an in-memory SyntheticStoreProvenance handed straight back by the same call that made it. The derivation is proven; the PERSISTENCE is not. A defect that wrote the sidecar to the wrong partition, dropped it silently on an unwritable root, or serialised it with a missing origin key would pass all 27 green tests. The six-field check is presence-only, so a record carrying six wrong values passes.","TO-BE-WRITTEN qa/tests/epic_23::give T23-312 an output_root, read the sidecar back off disk, assert each field equals the resolved config value and the path sits under SYNTHETIC_STORE_PARTITION, then feed that on-disk mapping into derive_world_from_store_provenance"
QMX-F097,lane-L6,E23 qmb/data,23.3-AC5;23.3-AC4;23.1-AC1;23.1-AC4;23.2-AC1;23.2-AC4;23.4-AC6,medium,UNPROVEN,"qmb/src/qmb/data/store_taint.py:685-706,747-777,780-797; generate.py","Five clauses green off constructor literals or unconditional refusal factories. (a) 23.3-AC5 procedure-ephemeral: procedure_ephemeral_taint is a pure constructor writing world=replay, claim_class=robustness, creates_store_partition=False in as literals and the test asserts exactly those literals back; no run is perturbed, no world derived, no store-partition absence observed. (b) 23.3-AC4 promotion clause: refuse_promote_synthetic unconditionally returns a policy refusal and there is NO promotion surface in the package for it to guard. (c) 23.1-AC1 door invocation: all 30 tests import qmb.data directly and no test crosses the click CLI door the AC names. (d) 23.1-AC4 OHLC integrity survives EVERY TRANSFORM: only the SyntheticBar.try_create constructor is exercised; no adapter or perturbation is driven into producing a bound-violating bar. (e) 23.2-AC1 whether the claim class actually reaches a CT-32 label. RESULTS summary line ""UNPROVEN Epic-23-owned requirements: 0"" is not supportable.",TO-BE-WRITTEN qa/tests/epic_23::five clause-level assertions
QMX-F098,lane-L6,E1 qmf-core,R-002;P0-assertion-3;CT-04;AR-13,high,UNPROVEN,"packages/qmf-core/src/qmf/core (add, subtract, to_money, in_pips, compare, equals, contains, overlaps, elapsed_since, negate, add_duration, mint, wall_now, monotonic_now)","The P0 risk row this epic owns (R-002, no public callable raises across the boundary) is verified over only the try_create factory surface - 33 module functions - and no INSTANCE METHOD is driven. The arithmetic surface is where consumers actually branch. The one public core callable that does raise (DataDrivenClock.wall_now) is excluded from the property while E1-U41 pins its raise, and its exact English prose, as correct. See operator ruling OR-03.",TO-BE-WRITTEN qa/tests/epic_01::widen E1-P03 to the instance-method surface
QMX-F099,lane-L6,E1 qmf-core,CT-05;DEC-0158;CT-01:20;P0-assertion-4;AR-52,high,UNPROVEN,packages/qmf-core/src/qmf/core/fingerprint.py; exact.py,"There is NO frozen golden fp1 digest anywhere in the suite: every expectation is recomputed from the same code, so no test would fail if the canonicalisation recipe changed tomorrow (sort order, NFC, separators, scale normalisation). E1-A02 labels calling one pure function twice in one interpreter as ""two independent conformant producers"", which tests referential transparency, not producer agreement or recipe stability - the single thing a replay-reproducibility acceptance test exists to catch. Related: the pinned canonical FORM itself (exact rationals reduced to lowest terms, denominator strictly positive, sign on the numerator, serialized as a two-key object with both keys always present) is never inspected - only the consequence (equal value implies equal fp1) - so a form regression that preserved equality passes every test. Also E1-A02 line 84 `assert Fingerprint.try_create(producer_a)` is a dead assertion: both Ok and TypedRefusal are truthy dataclass instances.","TO-BE-WRITTEN qa/tests/epic_01::frozen golden fp1 digests over a small fixed artifact set, plus canonical-form inspection"
QMX-F100,lane-L6,E1 qmf-core,CT-01:14;FM-4;1.4-AC;1.7;1.8;NFR-02;AR-20;DEC-0101,medium,UNPROVEN,packages/qmf-core/src/qmf/core/exact.py; tools/money_path_scan.py; tools/ambient_scan.py,"(a) E1-P02 asserts mixed-scale addition ALWAYS succeeds: with scales drawn 0..12 and promotion to max(s1,s2) the non-promotable arm is unreachable by construction, so the refusal arm of FM-4 is exercised nowhere for addition/subtraction. A generator reaching MAX_SCALE or the int64 magnitude ceiling would be requirement-faithful. (b) Stories 1.7 and 1.8 - the NFR-02 money-path and ambient-nondeterminism scanners, eight ACs, the mechanism that makes FR-001 and FR-002 mechanically enforceable - have ZERO tests: no must-flag fixture, no must-not-flag fixture, no nonzero-exit wiring assertion. The scanners exist and run (the machine battery invoked them directly) but nothing verifies they flag what they must. (c) AR-20 coverage floors (100 percent branch on exact.py and chrono.py, 80 percent elsewhere) were never measured, so PLAN exit criterion (b) is unevidenced.",TO-BE-WRITTEN qa/tests/epic_01::reach the FM-4 refusal arm; author the Story 1.7/1.8 must-flag and must-not-flag fixtures
QMX-F101,lane-L6,E1 qmf-core,AR-01;AR-02;AR-03;AR-04;AR-05;AR-07;AR-09;AR-11;AR-19;AR-21;AR-25;AD-13;AD-15;NFR-11;CT-02:46;DEC-0138,medium,UNPROVEN,packages/*/pyproject.toml; DEPENDENCIES.md; packages/qmf-core/src/qmf/core; packages/qmf-core/examples/,"A block of Story 1.1/1.3/1.5/1.6/1.9 clauses the L6 flagged as STATICALLY CHECKABLE TODAY and untested: no qmf/__init__.py in any distribution; workspace membership and src/qmf/<name>/ layout; tool version pins (ruff 0.16.3, pyright 1.1.411 strict workspace-wide, pytest 9.x, poethepoet 0.48.0) and the secret-scan gate inside poe check at Tier 1; DEPENDENCIES.md shape and licence policy (MIT/BSD/Apache/PSF allowed, GPL/AGPL and strategy-family and platform-imposing rejected, LGPL only unmodified and separately installed); SemVer lockstep across the seven roster packages; the NFR-11 failure-register six required elements; the AD-13 benchmark-harness slot per package including the peak-memory axis; AR-19/AR-21 contract tests and reference-usage examples exist and execute; Venue and Account defined only in qmf-core; no market-hours calendar rule set in qmf-core; nothing below the composition root reads the system clock; SemVer never enters identity; qmf-core performs no I/O and spawns no work (asserted only as ""the protocols are Protocols"").",TO-BE-WRITTEN qa/tests/epic_01::one L0 module of static gates
QMX-F102,lane-L6,E5 qmf-data-backup,5.1-AC5;5.3-AC4;5.4-AC1;5.4-AC2;5.4-AC4;5.2-AC4;DEC-0045;DEC-0118;AR-37,low,UNPROVEN,packages/qmf-data/src/qmf/data/backup.py; cycle.py; docs/registry/variables.yaml,"Six lane rows (E5-F03 through E5-F08) correctly recorded as blocked spec or environment limit, carried forward unchanged: symlink-safe write (os.symlink needs SeCreateSymbolicLink on this host; the test SKIPS rather than passing vacuously), the four numeric registry values (RPO, RTO, retention depth, restore-verification cadence) left at the node/ops sitting by DEC-0118, encryption strength and key custody (DEC-0118 + AR-37), object-storage provider selection and object-key layout (DEC-0045/DEC-0118), nightly schedule EXECUTION (application/ops-owned, not a QMF primitive), and the full-restore rehearsal cadence. The behavioural residue is green in every case. One clause has NO row at all: the 5.4-AC1 topology arrangement.",n/a - blocked spec; unblocks at the node/ops sitting
QMX-F103,lane-L6,E7 qmf-indicators,7.4;7.5;R20;R21;R18;R19;R28;R24;R25;CT-16:27;CT-16:13,low,UNPROVEN,packages/qmf-indicators/src/qmf/indicators/comparison.py,"Correctly-recorded blocked or deferred items carried forward, plus four small gaps. Blocked: CT-16 invariant 12 stale-evidence for a fanned-out heavy value past its declared max age (no code path exists; not an Epic 7 AC), and the numeric AD-13 rung values and light-versus-heavy ceiling (ratified deferral at ct-16-indicator.yaml:13). Small gaps with no row: cross-OS agreement as a SEPARATE registered comparison artifact (comparison.py / compare_reference_outputs is that artifact and is assertable); the snapshot own format version; unlimited readers over one feeder; the equality law seeding rule and leading-undefined-prefix mapping asserted as DECLARED; the src/ layout and Tier-2 isolated-environment gate.",TO-BE-WRITTEN qa/tests/epic_07::four small assertions; the two blocked items stay blocked
QMX-F104,lane-L6,E9 qmf-structure,FR-020;CT-17;9.1-AC1;9.3-AC5;9.4-AC4;CT-08;GAP-0016;FM-8,low,UNPROVEN,packages/qmf-structure/src/qmf/structure/budget.py; packages/*/pyproject.toml,"Four lane rows carried forward. E9-F02 (isolated-per-package-environment import gate: enforcement is out-of-band CI and the in-lane AST substitute is the strongest thing constructible) and E9-F04 (benchmark budget numbers: measure-then-budget, no baseline exists) and E9-F05 (governed-evidence persistence is the composition root act under CT-11/CT-13) and E9-F06 (CT-08 registration gate deferred to GAP-0016 by design) are all correctly recorded. E9-F03 (roster SemVer lockstep) is MIS-JUSTIFIED: all seven packages/*/pyproject.toml are readable in this worktree and all seven are version = ""0.1.0"", i.e. in lockstep today. The UNPROVEN bar is ""cannot be constructed"", not ""belongs to another epic story"" - reclassify as a five-line coverage gap.",TO-BE-WRITTEN qa/tests/epic_09::a five-line SemVer lockstep gate (it passes today)
QMX-F105,lane-L6,E12 qml,12.5-AC1;12.5-AC2;12.5-AC3;12.6-AC5;FR-047;FR-050;AR-68;DEC-0178;DEC-0181;CT-07;GAP-0048;GAP-0049;B-4,low,UNPROVEN,qml/src/qml/conformance; qml/src/qml/declaration/bot.py,"Four lane rows correctly recorded and carried forward: hardened OS-level sandbox confinement plus defence against a dynamically-evasive malicious bot (deferred dependency, outside V1 threat model, untestable-positive); the admission-bar and footprint_requirement THRESHOLD VALUES (GAP-0048/0049, interfaces only under SC-07 - manufacturing a threshold into a passing fixture would itself have been a finding); whether the real ungoverned tunnel admits plain-Python bots (QMB/node territory); and E12-F04 CT-07 lineage-edge persistence, where the narrow claim holds (no lineage-edge record is minted anywhere in qml) but the stated reason inherits E12-F01 error and register_bot_definition does accept at_birth_parent_refs, so the seam is closer to in-package than recorded.",n/a for the first three; rewrite E12-F04 reason once QMX-F005 is accepted
QMX-F106,lane-L6,E17 qmb/execution,17.1-AC5;17.2-AC3;17.4;R32;R14;R23;R26;R30;R10;R15;R12;R33;R16;CT-13;LABEL-1;DEC-0153;GAP-0048,low,UNPROVEN,qmb/src/qmb/execution; docs/contracts/ct-13-journal.yaml,"Six lane rows correctly recorded, with two corrections. E17-F01 (CT-13 seven event types name no financing kind): downgrade to low - CT-13 line 19 already rules that treasury cash boundary events map onto the risk transition type, so the code follows a ratified precedent; still worth the ruling (OR-07). E17-F02 (calibration CONTENT deferred to GAP-0048) is correct - the ACs themselves say no rate is invented. E17-F03 (fidelity ORDINAL taxonomy) is correct but conceals a small unimplemented clause: LABEL-1 in spec-fill-fees.md DOES ratify the relative order quote-real > quote-synthetic > trade-only and the source implements no ranking between them. E17-F05 (split-budget enforcement is CT-12/Epic-14-owned) is correct but the port-side green it leans on is a tautological gate. E17-F06 (DEC-0153 freshness slot) is under-stated - the AD-39 door itself is never observed. E17-F08 is over-broad on both halves.",n/a for the deferrals; see QMX-F083 for the testable halves
